time,v(vin),v(vout),i(input),i(r1)
0.00010423237499999976,1,0.6464832668471556,-0.00035351673315284443,0.0003535167331528444
0.00010473237499999976,1,0.6482464425736036,-0.0003517535574263964,0.00035175355742639633
0.00010523237499999976,1,0.6500008244061541,-0.0003499991755938458,0.00034999917559384587
0.00010573237499999976,1,0.651746456204627,-0.00034825354379537296,0.00034825354379537296
0.00010623237499999976,1,0.65348338161009,-0.00034651661838990997,0.00034651661838990997
0.00010673237499999976,1,0.6552116440459497,-0.00034478835595405037,0.0003447883559540503
0.00010723237499999975,1,0.656931286719037,-0.000343068713280963,0.000343068713280963
0.00010773237499999975,1,0.6586423526206875,-0.0003413576473793125,0.0003413576473793125
0.00010823237499999975,1,0.6603448845278161,-0.0003396551154721839,0.00033965511547218386
0.00010873237499999975,1,0.6620389250039865,-0.0003379610749960134,0.0003379610749960135
0.00010923237499999975,1,0.6637245164004753,-0.0003362754835995247,0.00033627548359952477
0.00010973237499999975,1,0.6654017008573307,-0.00033459829914266926,0.00033459829914266926
0.00011023237499999975,1,0.6670705203044264,-0.00033292947969557367,0.0003329294796955736
0.00011073237499999974,1,0.6687310164625091,-0.00033126898353749094,0.0003312689835374909
0.00011123237499999974,1,0.6703832308442422,-0.00032961676915575777,0.00032961676915575777
0.00011173237499999974,1,0.6720272047552435,-0.0003279727952447565,0.00032797279524475654
0.00011223237499999974,1,0.6736629792951175,-0.0003263370207048825,0.0003263370207048825
0.00011273237499999974,1,0.6752905953584836,-0.00032470940464151643,0.00032470940464151643
0.00011323237499999974,1,0.6769100936359974,-0.00032308990636400255,0.0003230899063640026
0.00011373237499999974,1,0.6785215146153689,-0.0003214784853846311,0.0003214784853846311
0.00011423237499999973,1,0.6801248985823746,-0.00031987510141762545,0.00031987510141762545
0.00011473237499999973,1,0.681720285621864,-0.00031827971437813594,0.00031827971437813594
0.00011523237499999973,1,0.6833077156187626,-0.00031669228438123745,0.0003166922843812374
0.00011573237499999973,1,0.6848872282590681,-0.0003151127717409319,0.0003151127717409319
0.00011623237499999973,1,0.6864588630308432,-0.0003135411369691568,0.00031354113696915675
0.00011673237499999973,1,0.6880226592252031,-0.0003119773407747969,0.0003119773407747969
0.00011723237499999973,1,0.689578655937297,-0.0003104213440627031,0.00031042134406270304
0.00011773237499999973,1,0.6911268920672855,-0.0003088731079327145,0.0003088731079327145
0.00011823237499999972,1,0.692667406321314,-0.0003073325936786861,0.000307332593678686
0.00011873237499999972,1,0.6942002372124795,-0.0003057997627875206,0.00030579976278752053
0.00011923237499999972,1,0.6957254230617939,-0.0003042745769382062,0.00030427457693820613
0.00011973237499999972,1,0.6972430019991415,-0.00030275699800085855,0.00030275699800085855
0.00012023237499999972,1,0.6987530119642329,-0.00030124698803576716,0.0003012469880357671
0.00012073237499999972,1,0.7002554907075533,-0.00029974450929244666,0.00029974450929244666
0.00012123237499999972,1,0.7017504757913061,-0.0002982495242086939,0.00029824952420869386
0.00012173237499999971,1,0.703238004590352,-0.00029676199540964803,0.000296761995409648
0.00012223237499999973,1,0.7047181142931432,-0.0002952818857068568,0.00029528188570685676
0.00012273237499999974,1,0.7061908419026536,-0.00029380915809734643,0.00029380915809734643
0.00012323237499999975,1,0.7076562242373036,-0.0002923437757626964,0.0002923437757626964
0.00012373237499999976,1,0.7091142979318806,-0.0002908857020681194,0.00029088570206811936
0.00012423237499999977,1,0.7105650994384548,-0.00028943490056154524,0.0002894349005615452
0.0001247323749999998,1,0.7120086650272904,-0.00028799133497270954,0.0002879913349727096
0.0001252323749999998,1,0.7134450307877528,-0.0002865549692122472,0.0002865549692122472
0.0001257323749999998,1,0.7148742326292102,-0.00028512576737078975,0.00028512576737078975
0.00012623237499999982,1,0.7162963062819323,-0.00028370369371806775,0.0002837036937180677
0.00012673237499999984,1,0.7177112872979824,-0.00028228871270201763,0.00028228871270201763
0.00012723237499999985,1,0.7191192110521071,-0.00028088078894789297,0.0002808807889478929
0.00012773237499999986,1,0.7205201127426203,-0.00027947988725737967,0.0002794798872573797
0.00012823237499999987,1,0.7219140273922832,-0.0002780859726077169,0.0002780859726077168
0.00012873237499999988,1,0.7233009898491796,-0.00027669901015082044,0.00027669901015082044
0.0001292323749999999,1,0.7246810347875876,-0.00027531896521241237,0.00027531896521241237
0.0001297323749999999,1,0.7260541967088466,-0.00027394580329115337,0.00027394580329115337
0.00013023237499999992,1,0.7274205099422191,-0.00027257949005778093,0.00027257949005778093
0.00013073237499999993,1,0.7287800086457491,-0.0002712199913542509,0.0002712199913542509
0.00013123237499999994,1,0.7301327268071168,-0.00026986727319288316,0.00026986727319288316
0.00013173237499999996,1,0.7314786982444877,-0.00026852130175551226,0.00026852130175551226
0.00013223237499999997,1,0.7328179566073579,-0.00026718204339264205,0.00026718204339264205
0.00013273237499999998,1,0.7341505353773958,-0.00026584946462260414,0.0002658494646226042
0.000133232375,1,0.7354764678692792,-0.0002645235321307208,0.0002645235321307208
0.000133732375,1,0.7367957872315274,-0.0002632042127684726,0.0002632042127684726
0.00013423237500000002,1,0.7381085264473302,-0.00026189147355266983,0.00026189147355266983
